Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,,
2000-01-03,0.8430764675140381,0.9994419813156128,1.004464030265808,0.9079239964485168,0.9363840222358704,535796800
2000-01-04,0.7719964981079102,0.9151790142059326,0.9877229928970337,0.9034600257873535,0.966517984867096,512377600
2000-01-05,0.7832933664321899,0.9285709857940674,0.9871649742126465,0.919642984867096,0.9263389706611633,778321600
2000-01-06,0.7155084013938904,0.8482139706611633,0.955357015132904,0.8482139706611633,0.9475449919700623,767972800
2000-01-07,0.7494014501571655,0.888392984867096,0.9017860293388367,0.8526790142059326,0.861607015132904,460734400
2000-01-10,0.7362209558486938,0.872767984867096,0.9129459857940674,0.845982015132904,0.9107139706611633,505064000
2000-01-11,0.6985624432563782,0.828125,0.8872770071029663,0.8080360293388367,0.8565850257873535,441548800
2000-01-12,0.6566676497459412,0.7784600257873535,0.8526790142059326,0.7723209857940674,0.8482139706611633,976068800
2000-01-13,0.7286888957023621,0.8638389706611633,0.8816959857940674,0.825892984867096,0.8436099886894226,1032684800
2000-01-14,0.7564617991447449,0.896763026714325,0.9129459857940674,0.8872770071029663,0.892857015132904,390376000
2000-01-18,0.7828227877616882,0.928013026714325,0.9464290142059326,0.896763026714325,0.9017860293388367,459177600
2000-01-19,0.8025935888290405,0.9514510035514832,0.970982015132904,0.9229909777641296,0.9430800080299377,597643200
2000-01-20,0.8548448085784912,1.0133930444717407,1.0848209857940674,1.0133930444717407,1.03125,1831132800
2000-01-21,0.8383693099021912,0.993861973285675,1.020089030265808,0.9838169813156128,1.020089030265808,495924800
2000-01-24,0.800240159034729,0.9486610293388367,1.0066959857940674,0.9386159777641296,0.9681919813156128,440876800
2000-01-25,0.8454300165176392,1.0022319555282593,1.010045051574707,0.9140629768371582,0.9375,497145600
2000-01-26,0.8298959732055664,0.9838169813156128,1.019531011581421,0.9799110293388367,0.982142984867096,367158400
2000-01-27,0.8284837007522583,0.982142984867096,1.0089290142059326,0.955357015132904,0.9715399742126465,340144000
2000-01-28,0.7654061317443848,0.9073659777641296,0.9899550080299377,0.8984379768371582,0.9659600257873535,423348800
2000-01-31,0.7814106941223145,0.9263389706611633,0.9274550080299377,0.84375,0.9017860293388367,701680000
2000-02-01,0.7550498247146606,0.8950889706611633,0.9375,0.892857015132904,0.9285709857940674,318035200
2000-02-02,0.7442228198051453,0.8822540044784546,0.9118300080299377,0.8660709857940674,0.8995540142059326,464195200
2000-02-03,0.7781158089637756,0.9224330186843872,0.9308040142059326,0.8950889706611633,0.8956469893455505,475193600
2000-02-04,0.813420832157135,0.9642860293388367,0.982142984867096,0.9252229928970337,0.928013026714325,425320000
2000-02-07,0.8590811491012573,1.0184149742126465,1.020089030265808,0.9458709955215454,0.9642860293388367,441067200
2000-02-08,0.8652010560035706,1.025670051574707,1.036829948425293,0.9933040142059326,1.0178569555282593,408643200
2000-02-09,0.8482541441917419,1.005579948425293,1.0457589626312256,1.003906011581421,1.0189729928970337,299364800
2000-02-10,0.8548448085784912,1.0133930444717407,1.0167410373687744,0.982142984867096,1.0078129768371582,302982400
2000-02-11,0.819068968296051,0.970982015132904,1.0189729928970337,0.966517984867096,1.0145089626312256,212251200
2000-02-14,0.8722614049911499,1.0340399742126465,1.0345979928970337,0.9698659777641296,0.9760040044784546,367539200
2000-02-15,0.8962690830230713,1.0625,1.0708709955215454,1.0284600257873535,1.0290180444717407,485744000
2000-02-16,0.8595519661903381,1.0189729928970337,1.0546879768371582,1.0011160373687744,1.051339030265808,378246400
2000-02-17,0.8652010560035706,1.025670051574707,1.03125,1.010045051574707,1.0284600257873535,289497600
2000-02-18,0.837898850440979,0.9933040142059326,1.0301339626312256,0.9899550080299377,1.0234379768371582,233441600
2000-02-22,0.8571982383728027,1.0161830186843872,1.0440850257873535,0.9525669813156128,0.9832590222358704,422296000
2000-02-23,0.8755562901496887,1.0379459857940674,1.0625,0.9910709857940674,1.0110210180282593,473099200
2000-02-24,0.8676717281341553,1.0285990238189697,1.0636160373687744,0.997767984867096,1.0474330186843872,376432000
2000-02-25,0.8313082456588745,0.9854909777641296,1.0446430444717407,0.9832590222358704,1.0251120328903198,249144000
2000-02-28,0.8529618382453918,1.011160969734192,1.026785969734192,0.9676340222358704,0.9832590222358704,328328000
2000-02-29,0.8633182048797607,1.0234379768371582,1.046875,1.0050220489501953,1.0139509439468384,368961600
2000-03-01,0.9814707040786743,1.1635040044784546,1.1791290044784546,1.058035969734192,1.058593988418579,1077003200
2000-03-02,0.9188641309738159,1.089285969734192,1.1422990560531616,1.0775669813156128,1.1339290142059326,311259200
2000-03-03,0.96405428647995,1.1428569555282593,1.144950032234192,1.0714290142059326,1.114954948425293,323366400
2000-03-06,0.9466370940208435,1.1222100257873535,1.1529020071029663,1.1160709857940674,1.125,210560000
2000-03-07,0.9254540205001831,1.0970979928970337,1.1378350257873535,1.0814729928970337,1.128906011581421,273011200
2000-03-08,0.9188641309738159,1.089285969734192,1.1065850257873535,1.058593988418579,1.0970979928970337,271230400
2000-03-09,0.9207467436790466,1.0915180444717407,1.1160709857940674,1.0558040142059326,1.0792410373687744,276718400
2000-03-10,0.9471077919006348,1.1227680444717407,1.1422990560531616,1.0803569555282593,1.0864959955215454,248606400
2000-03-13,0.9136858582496643,1.0831470489501953,1.129464030265808,1.066964030265808,1.0904020071029663,303956800
2000-03-14,0.8604933023452759,1.020089030265808,1.109375,1.0178569555282593,1.0823099613189697,428579200
2000-03-15,0.8755562901496887,1.0379459857940674,1.073660969734192,1.0189729928970337,1.0323660373687744,443609600
2000-03-16,0.9155684113502502,1.0853790044784546,1.089285969734192,1.0223209857940674,1.0474330186843872,378100800
2000-03-17,0.9414582848548889,1.1160709857940674,1.1160709857940674,1.068079948425293,1.072545051574707,305043200
2000-03-20,0.9263954162597656,1.098214030265808,1.1272319555282593,1.0926339626312256,1.1026790142059326,204489600
2000-03-21,1.0163050889968872,1.2047990560531616,1.2209819555282593,1.0859379768371582,1.0943080186843872,524328000
2000-03-22,1.0859726667404175,1.2873879671096802,1.2890629768371582,1.1746649742126465,1.1855469942092896,567996800
2000-03-23,1.0643198490142822,1.261718988418579,1.3426339626312256,1.25,1.2678569555282593,562564800
2000-03-24,1.0445488691329956,1.238281011581421,1.285156011581421,1.2098209857940674,1.2717629671096802,446913600
2000-03-27,1.0511394739151,1.246093988418579,1.292410969734192,1.2220979928970337,1.228795051574707,279182400
2000-03-28,1.0478440523147583,1.2421879768371582,1.2678569555282593,1.224329948425293,1.2254459857940674,202966400
2000-03-29,1.0238368511199951,1.2137279510498047,1.2449779510498047,1.1948939561843872,1.244420051574707,239836800
2000-03-30,0.9471077919006348,1.1227680444717407,1.2293529510498047,1.1199779510498047,1.1925220489501953,414400000
2000-03-31,1.0228959321975708,1.2126120328903198,1.2254459857940674,1.125,1.1378350257873535,404633600
2000-04-03,1.004065752029419,1.1902899742126465,1.245535969734192,1.1556919813156128,1.2098209857940674,328563200
2000-04-04,0.9588763117790222,1.136718988418579,1.1875,1.042410969734192,1.1841520071029663,660329600
2000-04-05,0.9819422364234924,1.1640629768371582,1.1863839626312256,1.1071430444717407,1.1291849613189697,457665600
2000-04-06,0.9428714513778687,1.1177459955215454,1.2008930444717407,1.1004459857940674,1.166295051574707,259627200
2000-04-07,0.9922979474067688,1.176339030265808,1.177454948425293,1.120535969734192,1.136160969734192,242435200
2000-04-10,0.9414582848548889,1.1160709857940674,1.1852680444717407,1.113839030265808,1.175781011581421,212262400
2000-04-11,0.8995638489723206,1.066406011581421,1.114954948425293,1.0541290044784546,1.1026790142059326,541822400
2000-04-12,0.8228345513343811,0.9754459857940674,1.0625,0.9363840222358704,1.0625,941136000
2000-04-13,0.8571982383728027,1.0161830186843872,1.0714290142059326,0.96875,0.9955360293388367,529827200
2000-04-14,0.8426058292388916,0.9988840222358704,1.0535709857940674,0.9732139706611633,0.9760040044784546,667620800
2000-04-17,0.9329861402511597,1.1060270071029663,1.1065850257873535,0.9737719893455505,0.9776790142059326,409561600
2000-04-18,0.9555808901786804,1.1328129768371582,1.1328129768371582,1.0658479928970337,1.1026790142059326,390924800
2000-04-19,0.9122737050056458,1.0814729928970337,1.1629459857940674,1.0691959857940674,1.1266740560531616,520150400
2000-04-20,0.8953275084495544,1.0613839626312256,1.113839030265808,1.0452009439468384,1.1043529510498047,722120000
2000-04-24,0.907566487789154,1.0758930444717407,1.0758930444717407,1.0245540142059326,1.026785969734192,443620800
2000-04-25,0.9664074778556824,1.1456470489501953,1.1495540142059326,1.089843988418579,1.0904020071029663,391641600
2000-04-26,0.9136858582496643,1.0831470489501953,1.1428569555282593,1.0714290142059326,1.130579948425293,366912000
2000-04-27,0.9546388387680054,1.1316959857940674,1.1339290142059326,1.040876030921936,1.0463169813156128,326603200
2000-04-28,0.9343982934951782,1.1077009439468384,1.1383930444717407,1.0831470489501953,1.135045051574707,249580800
2000-05-01,0.9362807273864746,1.1099330186843872,1.1171879768371582,1.088170051574707,1.114954948425293,226195200
2000-05-02,0.8877955079078674,1.052454948425293,1.1272319555282593,1.0491069555282593,1.1004459857940674,236432000
2000-05-03,0.8666131496429443,1.027343988418579,1.082589030265808,0.9966520071029663,1.0619419813156128,489798400
2000-05-04,0.8336616158485413,0.9882810115814209,1.0290180444717407,0.9871649742126465,1.0279020071029663,399515200
2000-05-05,0.852020800113678,1.010045051574707,1.0245540142059326,0.9885600209236145,0.9893969893455505,284076800
2000-05-08,0.8294254541397095,0.9832590222358704,1.0150669813156128,0.982142984867096,1.000836968421936,184900800
2000-05-09,0.7941203713417053,0.9414060115814209,0.9933040142059326,0.9363840222358704,0.9849330186843872,327140800
2000-05-10,0.747989296913147,0.8867189884185791,0.9375,0.8816959857940674,0.9291290044784546,535091200
2000-05-11,0.774350106716156,0.9179689884185791,0.9308040142059326,0.8839290142059326,0.9051340222358704,499744000
2000-05-12,0.8105965256690979,0.9609379768371582,0.986607015132904,0.9354069828987122,0.9464290142059326,306913600
2000-05-15,0.7606992721557617,0.9017860293388367,0.9648439884185791,0.8939729928970337,0.9648439884185791,678932800
2000-05-16,0.7960029244422913,0.943638026714325,0.9737719893455505,0.9174110293388367,0.9331750273704529,440451200
2000-05-17,0.7635232210159302,0.9051340222358704,0.9257810115814209,0.8962050080299377,0.9252229928970337,398092800
2000-05-18,0.758816123008728,0.8995540142059326,0.9369419813156128,0.8984379768371582,0.919642984867096,373777600
2000-05-19,0.7079773545265198,0.8392860293388367,0.8861610293388367,0.8337050080299377,0.8861610293388367,740667200
2000-05-22,0.6773791313171387,0.803013026714325,0.8370540142059326,0.767857015132904,0.8370540142059326,755507200
2000-05-23,0.6463115811347961,0.7661830186843872,0.8337050080299377,0.7645090222358704,0.8080360293388367,517585600
2000-05-24,0.6604334712028503,0.7829239964485168,0.8013389706611633,0.7410709857940674,0.7695310115814209,678462400
2000-05-25,0.6572555899620056,0.7791569828987122,0.8272879719734192,0.767857015132904,0.7901790142059326,406750400
2000-05-26,0.6505475640296936,0.7712050080299377,0.8024550080299377,0.7611610293388367,0.7857139706611633,181148800
2000-05-30,0.6594920754432678,0.7818080186843872,0.7868300080299377,0.7299110293388367,0.7823659777641296,713059200
2000-05-31,0.6326601505279541,0.75,0.814732015132904,0.7483260035514832,0.7756699919700623,433507200
2000-06-01,0.6712603569030762,0.7957590222358704,0.7996649742126465,0.7176340222358704,0.7299110293388367,903840000
2000-06-02,0.6971502900123596,0.8264510035514832,0.890625,0.794642984867096,0.8370540142059326,792848000
2000-06-05,0.6877354383468628,0.8152899742126465,0.8504459857940674,0.8007810115814209,0.8331469893455505,323668800
2000-06-06,0.6995038390159607,0.8292409777641296,0.8638389706611633,0.806361973285675,0.821150004863739,525481600
2000-06-07,0.727276623249054,0.8621649742126465,0.8660709857940674,0.8180800080299377,0.8359379768371582,337019200
2000-06-08,0.714096188545227,0.8465399742126465,0.8794639706611633,0.8314729928970337,0.8716520071029663,238526400
2000-06-09,0.7211577892303467,0.8549110293388367,0.8744419813156128,0.8426340222358704,0.8638389706611633,252358400
2000-06-12,0.6867941617965698,0.8141739964485168,0.8610489964485168,0.8113840222358704,0.8604909777641296,290337600
2000-06-13,0.7117427587509155,0.84375,0.8454239964485168,0.787388026714325,0.8141739964485168,351456000
2000-06-14,0.6811456680297852,0.8074780106544495,0.859375,0.8046879768371582,0.8454239964485168,277446400
2000-06-15,0.6957383751869202,0.8247770071029663,0.8337050080299377,0.794642984867096,0.814732015132904,248572800
2000-06-16,0.6867941617965698,0.8141739964485168,0.8370540142059326,0.7952010035514832,0.8348209857940674,303564800
2000-06-19,0.7277474999427795,0.8627229928970337,0.8738840222358704,0.8018969893455505,0.8085939884185791,394004800
2000-06-20,0.7625817060470581,0.904017984867096,0.928013026714325,0.8783479928970337,0.8794639706611633,501390400
2000-06-21,0.837898850440979,0.9933040142059326,1.0167410373687744,0.8984379768371582,0.9017860293388367,490000000
2000-06-22,0.8096542358398438,0.9598209857940674,1.0290180444717407,0.9564729928970337,0.9955360293388367,467712000
2000-06-23,0.7785863876342773,0.9229909777641296,0.9754459857940674,0.9073659777641296,0.9603790044784546,204965600
2000-06-26,0.815303385257721,0.966517984867096,0.9776790142059326,0.9308040142059326,0.9375,185354400
2000-06-27,0.7795280814170837,0.924107015132904,0.9910709857940674,0.921875,0.9603790044784546,203470400
2000-06-28,0.8200104832649231,0.9720979928970337,0.9888389706611633,0.919642984867096,0.9520090222358704,286428800
2000-06-29,0.7719964981079102,0.9151790142059326,0.9631699919700623,0.9118300080299377,0.9475449919700623,203660800
2000-06-30,0.7889425754547119,0.935267984867096,0.9810270071029663,0.9229909777641296,0.9430800080299377,323097600
2000-07-03,0.8030643463134766,0.9520090222358704,0.9698659777641296,0.9308040142059326,0.9308040142059326,70828800
2000-07-05,0.7776449918746948,0.921875,0.9854909777641296,0.90625,0.950892984867096,265216000
2000-07-06,0.7804692983627319,0.9252229928970337,0.9453129768371582,0.8861610293388367,0.9375,309545600
2000-07-07,0.8200104832649231,0.9720979928970337,0.9787949919700623,0.9308040142059326,0.9391739964485168,263603200
2000-07-10,0.8604933023452759,1.020089030265808,1.0401790142059326,0.9598209857940674,0.9659600257873535,397796000
2000-07-11,0.8576688170433044,1.0167410373687744,1.058035969734192,0.9899550080299377,1.0178569555282593,357896000
2000-07-12,0.8868541121482849,1.051339030265808,1.052454948425293,1.0066959857940674,1.0379459857940674,225433600
2000-07-13,0.8510792255401611,1.0089290142059326,1.082589030265808,0.9776790142059326,1.0446430444717407,445659200
2000-07-14,0.868966281414032,1.0301339626312256,1.0535709857940674,1.015625,1.020089030265808,190276800
2000-07-17,0.8783813118934631,1.041295051574707,1.0502229928970337,1.020089030265808,1.0401790142059326,260002400
2000-07-18,0.8623759746551514,1.0223209857940674,1.051339030265808,1.015625,1.0446430444717407,318404800
2000-07-19,0.7936495542526245,0.9408479928970337,1.0145089626312256,0.924107015132904,0.9854909777641296,457872800
2000-07-20,0.8303666710853577,0.984375,1.0189729928970337,0.966517984867096,0.982142984867096,465572800
2000-07-21,0.8068300485610962,0.9564729928970337,0.9933040142059326,0.9453129768371582,0.9707030057907104,196235200
2000-07-24,0.7333968877792358,0.8694199919700623,0.9441959857940674,0.8482139706611633,0.9386159777641296,412171200
2000-07-25,0.7541084885597229,0.8939729928970337,0.904017984867096,0.8761159777641296,0.8984379768371582,211607200
2000-07-26,0.7541084885597229,0.8939729928970337,0.9151790142059326,0.8794639706611633,0.8900669813156128,210470400
2000-07-27,0.7832933664321899,0.9285709857940674,0.950892984867096,0.890625,0.892857015132904,294985600
2000-07-28,0.7277474999427795,0.8627229928970337,0.9375,0.8370540142059326,0.9335939884185791,237893600
2000-07-31,0.7654061317443848,0.9073659777641296,0.921875,0.8705360293388367,0.8777899742126465,155299200
2000-08-01,0.7428106069564819,0.8805800080299377,0.9135040044784546,0.8794639706611633,0.8984379768371582,137284000
2000-08-02,0.7117427587509155,0.84375,0.8917409777641296,0.8426340222358704,0.875,162355200
2000-08-03,0.7230404019355774,0.857142984867096,0.8582590222358704,0.7901790142059326,0.8136159777641296,339897600
